"Country Name","Country Code","Indicator Name","Indicator Code","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cyprus","CYP","Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)","SPI.D1.5.CHLD.MORT","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1",
"Cyprus","CYP","Business process","SPI.D5.2.10.GSBP","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Business/establishment census (Availability score over 20 years)","SPI.D4.1.3.BIZZ","1","0","1","1","1","1","1","1","1","1","1","1","0.5","0.5","0.5","0.5",
"Cyprus","CYP","Business/establishment survey (Availability score over 10 years)","SPI.D4.1.8.BZSVY","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Cyprus","CYP","Central government accounting status","SPI.D5.2.7.CGOV","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Classification of household consumption","SPI.D5.2.5.HOUS","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Classification of national industry","SPI.D5.2.3.CNIN","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Classification of status of employment","SPI.D5.2.6.EMPL","","","","","","","","","","","","","0","0","0","0",
"Cyprus","CYP","Compilation of government finance statistics","SPI.D5.2.8.FINA","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Compilation of monetary and financial statistics","SPI.D5.2.9.MONY","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","CPI base year","SPI.D5.2.4.CPIBY","","","","","","","","","","","","0.5","0.5","0.5","0.5","0.5",
"Cyprus","CYP","CRVS (WDI)","SPI.D4.2.3.CRVS","","","","","","","","","","","","1","1","1","1","1",
"Cyprus","CYP","Dimension 1.5: Data use by international organizations","SPI.DIM1.5.INDEX","0.4","0.4","0.4","0.4","0.4","0.4","0.6","0.4","0.6","0.6","0.4","0.6","1","1","1","1",
"Cyprus","CYP","Dimension 2.1: Data Releases","SPI.DIM2.1.INDEX","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Dimension 2.2: Online access","SPI.DIM2.2.INDEX","","","","","","","","","","","","","0.473","0.565","0.768","0.768",
"Cyprus","CYP","Dimension 2.4: Data services","SPI.DIM2.4.INDEX","","","","","","","","","","","","","0","0","1","1",
"Cyprus","CYP","Dimension 3.1: Social Statistics","SPI.DIM3.1.INDEX","0.492166666666667","0.519833333333333","0.529166666666667","0.547666666666667","0.547666666666667","0.547666666666667","0.519666666666667","0.519666666666667","0.553","0.544","0.534666666666667","0.563833333333333","0.568","0.5305","0.535666666666667","0.535666666666667",
"Cyprus","CYP","Dimension 3.2: Economic Statistics","SPI.DIM3.2.INDEX","0.311833333333333","0.469166666666667","0.487833333333333","0.476","0.466666666666667","0.466666666666667","0.514666666666667","0.5055","0.5055","0.522166666666667","0.522166666666667","0.516666666666667","0.522166666666667","0.559333333333333","0.570833333333333","0.539833333333333",
"Cyprus","CYP","Dimension 3.3: Environmental Statistics","SPI.DIM3.3.INDEX","","0.8335","0.8335","0.8335","0.8335","0.8335","0.875","0.875","0.875","0.8335","0.8335","0.5835","0.5835","0.5835","0.5835","0.5835",
"Cyprus","CYP","Dimension 3.4: Institutional Statistics","SPI.DIM3.4.INDEX","0.35","0.357","0.2935","0.3495","0.3495","0.3495","0.3125","0.375","0.375","0.375","0.4375","0.4585","0.4585","0.5","0.47","0.4565",
"Cyprus","CYP","Dimension 4.1: Censuses and Surveys - Censuses only","SPI.DIM4.1.CEN.INDEX","","","","","","","","","","","","","0.833333333333333","0.833333333333333","0.833333333333333","0.833333333333333",
"Cyprus","CYP","Dimension 4.1: Censuses and Surveys - Surveys only","SPI.DIM4.1.SVY.INDEX","0.666","0.734","0.8","0.8","0.866","0.866","0.866","0.866","0.866","0.866","0.934","0.934","0.934","0.934","0.934","1",
"Cyprus","CYP","Dimension 4.2: Administrative Data","SPI.DIM4.2.INDEX","","","","","","","","","","","","1","1","1","1","1",
"Cyprus","CYP","Dimension 4.3: Geospatial Data","SPI.DIM4.3.INDEX","","","","","","","","","","","","","0.182","0.099","0.099","0.099",
"Cyprus","CYP","Dimension 5.1: Legislation and governance","SPI.DIM5.1.INDEX","","","","","","","","","","","","","","","","1",
"Cyprus","CYP","Dimension 5.2: Standards and Methods","SPI.DIM5.2.INDEX","","","","","","","","","","","","","0.8","0.8","0.85","0.85",
"Cyprus","CYP","Dimension 5.5: Finance","SPI.DIM5.5.INDEX","","","","","","","","","","","","","","","","1",
"Cyprus","CYP","Education (UNESCO) (5 year moving average)","SPI.D4.2.2.EDU","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1","SPI.D5.5.DIFI","","","","","","","","","","","","","","","","1",
"Cyprus","CYP","Geospatial data available at 1st Admin Level","SPI.D4.3.GEO.first.admin.level","","","","","","","","","","","","","0.182","0.099","0.099","0.099",
"Cyprus","CYP","GOAL 1: No Poverty (5 year moving average)","SPI.D3.1.POV","0.25","0.5","0.667","0.667","0.667","0.667","0.667","0.667","0.667","0.667","0.667","0.571","0.571","0.571","0.571","0.571",
"Cyprus","CYP","GOAL 10: Reduced Inequality (5 year moving average)","SPI.D3.10.NEQL","0","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.5","0.5","0.4","0.333","0.5","0.5","0.429",
"Cyprus","CYP","GOAL 11: Sustainable Cities and Communities (5 year moving average)","SPI.D3.11.CITY","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.5","0.5","0.5","0.5",
"Cyprus","CYP","GOAL 12: Responsible Consumption and Production (5 year moving average)","SPI.D3.12.CNSP","0","0","0","0","0","0","0.333","0.333","0.333","0.333","0.333","0.5","0.5","0.5","0.5","0.5",
"Cyprus","CYP","GOAL 13: Climate Action (5 year moving average)","SPI.D3.13.CLMT","","1","1","1","1","1","1","1","1","1","1","0.5","0.5","0.5","0.5","0.5",
"Cyprus","CYP","GOAL 14: Life Below Water (5 year moving average)","SPI.D3.14.LFWT","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GOAL 15: Life on Land (5 year moving average)","SPI.D3.15.LAND","0.6","0.667","0.667","0.667","0.667","0.667","0.75","0.75","0.75","0.667","0.667","0.667","0.667","0.667","0.667","0.667",
"Cyprus","CYP","GOAL 16: Peace and Justice Strong Institutions (5 year moving average)","SPI.D3.16.INST","0.5","0.571","0.444","0.556","0.556","0.556","0.5","0.5","0.5","0.5","0.625","0.667","0.667","0.667","0.667","0.556",
"Cyprus","CYP","GOAL 17: Partnerships to achieve the Goal (5 year moving average)","SPI.D3.17.PTNS","0.2","0.143","0.143","0.143","0.143","0.143","0.125","0.25","0.25","0.25","0.25","0.25","0.25","0.333","0.273","0.357",
"Cyprus","CYP","GOAL 2: Zero Hunger (5 year moving average)","SPI.D3.2.HNGR","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.444","0.6","0.6","0.6","0.6","0.6",
"Cyprus","CYP","GOAL 3: Good Health and Well-being (5 year moving average)","SPI.D3.3.HLTH","0.667","0.75","0.75","0.75","0.75","0.75","0.765","0.765","0.722","0.722","0.722","0.737","0.762","0.762","0.762","0.762",
"Cyprus","CYP","GOAL 4: Quality Education (5 year moving average)","SPI.D3.4.EDUC","0.286","0.286","0.222","0.333","0.333","0.333","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.4","0.364","0.364",
"Cyprus","CYP","GOAL 5: Gender Equality (5 year moving average)","SPI.D3.5.GEND","0.5","0.333","0.286","0.286","0.286","0.286","0.286","0.286","0.429","0.375","0.375","0.375","0.375","0.25","0.25","0.25",
"Cyprus","CYP","GOAL 6: Clean Water and Sanitation (5 year moving average)","SPI.D3.6.WTRS","0.75","0.75","0.75","0.75","0.75","0.75","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.667","0.667",
"Cyprus","CYP","GOAL 7: Affordable and Clean Energy (5 year moving average)","SPI.D3.7.ENRG","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8",
"Cyprus","CYP","GOAL 8: Decent Work and Economic Growth (5 year moving average)","SPI.D3.8.WORK","0.5","0.444","0.556","0.556","0.5","0.5","0.455","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.385",
"Cyprus","CYP","GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)","SPI.D3.9.INDY","0.571","0.571","0.571","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.556","0.625","0.625",
"Cyprus","CYP","Health/Demographic survey (Availability score over 10 years)","SPI.D4.1.7.HLTH","0","0","0","0","0.33","0.33","0.33","0.33","0.33","0.33","0.67","0.67","0.67","0.67","0.67","1",
"Cyprus","CYP","Household Survey on income, etc  (Availability score over 10 years)","SPI.D4.1.4.HOUS","0.33","0.67","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Cyprus","CYP","Labor Admin (ILO) (5 year moving average)","SPI.D4.2.4.LBR","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Labor force participation rate by sex and age (%)","SPI.D1.5.LFP","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",
"Cyprus","CYP","Labor Force Survey (Availability score over 10 years)","SPI.D4.1.6.LABR","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Cyprus","CYP","Legislation Indicator based on PARIS21 indicators on SDG 17.18.2","SPI.D5.1.DILG","","","","","","","","","","","","","","","","1",
"Cyprus","CYP","NADA metadata","SPI.D2.4.NADA","","","","","","","","","","","","","0","0","1","1",
"Cyprus","CYP","NADA metadata link","RAW.D2.4.NADA_text","","","","","","","","","","","","","","","","",
"Cyprus","CYP","National Accounts base year","SPI.D5.2.2.NABY","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","NSO Website - advisory/analytical services","SPI.D2.3.DSAS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","NSO Website - private/citizen generated data","SPI.D4.4.SOPC","","","","","","","","","","","","","","","","",
"Cyprus","CYP","ODIN Open Data Openness score","SPI.D2.2.Openness.subscore","","","","","","","","","","","","","0.473","0.565","0.768","0.768",
"Cyprus","CYP","PARIS21 indicator on data literacy","SPI.D5.3.DISK","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Partnerships","SPI.D5.4.DIPN","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Pillar 1 - Data Use - Score","SPI.INDEX.PIL1","40","40","40","40","40","40","60","40","60","60","40","60","100","100","100","100",
"Cyprus","CYP","Pillar 2 - Data Services - Score","SPI.INDEX.PIL2","","","","","","","","","","","","","49.1","52.1666666666667","92.2666666666667","92.2666666666667",
"Cyprus","CYP","Pillar 3 - Data Products - Score","SPI.INDEX.PIL3","","51.96875","52.225","53.175","52.825","52.825","53.63125","54.06875","55.31875","55.0875","55.51875","53.54375","53.90625","54.4125","54.6625","53.33125",
"Cyprus","CYP","Pillar 4 - Data Sources - Score","SPI.INDEX.PIL4","","","","","","","","","","","","","73.7333333333333","71.6583333333333","71.6583333333333","73.3083333333333",
"Cyprus","CYP","Pillar 5 - Data Infrastructure - Score","SPI.INDEX.PIL5","","","","","","","","","","","","","80","80","85","85",
"Cyprus","CYP","Population & Housing census (Availability score over 20 years)","SPI.D4.1.1.POPU","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Quality of Debt service data according to World Bank","SPI.D1.5.DT.TDS.DPPF.XP.ZS","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",
"Cyprus","CYP","Raw info for  PARIS21 indicator on data literacy","RAW.5.3.DISK","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Business process","RAW.D5.2.10.GSBP","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Central government accounting status","RAW.D5.2.7.CGOV","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Classification of household consumption","RAW.D5.2.5.HOUS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Classification of national industry","RAW.D5.2.3.CNIN","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Classification of status of employment","RAW.D5.2.6.EMPL","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Compilation of government finance statistics","RAW.D5.2.8.FINA","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Compilation of monetary and financial statistics","RAW.D5.2.9.MONY","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for CPI base year","RAW.D5.2.4.CPIBY","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1","RAW.5.5.DIFI","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for Legislation Indicator based on PARIS21 indicators on SDG 17.18.2","RAW.5.1.DILG","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for NADA metadata","RAW.D2.4.NADA","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for National Accounts base year","RAW.D5.2.2.NABY","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for NSO Website","RAW.5.4.DIPN","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for SDDS/e-GDDS subscription","RAW.D2.1.IDDS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw info for System of national accounts in use","RAW.D5.2.1.SNAU","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw score for Geospatial data available at 1st Admin Level","RAW.D4.3.GEO.1st.admin.level","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw score for Geospatial data available at 2nd Admin Level","RAW.D4.3.GEO.2nd.admin.level","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw score for ODIN Download Options score","RAW.D2.2.Download.options","","","","","","","","","","","","","0","0.448","0.467","0.467",
"Cyprus","CYP","Raw score for ODIN Machine Readability Score","RAW.D2.2.Machine.readable","","","","","","","","","","","","","0.823","0.798","0.878","0.878",
"Cyprus","CYP","Raw score for ODIN Metadata Availability score","RAW.D2.2.Metadata.available","","","","","","","","","","","","","0.632","0.485","0.841","0.841",
"Cyprus","CYP","Raw score for ODIN Non Proprietary Data Format score","RAW.D2.2.Non.proprietary","","","","","","","","","","","","","0.068","0.242","0.721","0.721",
"Cyprus","CYP","Raw score for ODIN Open Data Openness score","RAW.D2.2.Openness.subscore","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Raw score for ODIN Terms of Use score","RAW.D2.2.Terms.of.use","","","","","","","","","","","","","0.844","0.849","0.933","0.933",
"Cyprus","CYP","Safely Managed Drinking Water","SPI.D1.5.SAFE.MAN.WATER","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"Cyprus","CYP","SDDS/e-GDDS subscription","SPI.D2.1.GDDS","","","","","","","","","","","","","1","1","1","1",
"Cyprus","CYP","Social Protection Admin (ASPIRE) (5 year moving average)","SPI.D4.2.1.SPL","","","","","","","","","","","","","","","","",
"Cyprus","CYP","SPI Overall Score","SPI.INDEX","","","","","","","","","","","","","71.3479166666667","71.6475","80.7175","80.78125",
"Cyprus","CYP","System of national accounts in use","SPI.D5.2.1.SNAU","","","","","","","","","","","","","0.5","0.5","1","1",
"Cyprus","CYP","Years of Agriculture census","RAW.D4.1.2.AGRI.CENSUS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Agriculture survey","RAW.D4.1.5.AGRI.SURVEYS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Business/establishment census","RAW.D4.1.3.BIZZ.CENSUS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Business/establishment survey","RAW.D4.1.8.BIZZ.SURVEYS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Health/Demographic survey","RAW.D4.1.7.HLTH.SURVEYS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Household Survey on income, etc","RAW.D4.1.4.HOUS.SURVEYS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Labor Force Survey","RAW.D4.1.6.LABR.SURVEYS","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Years of Population & Housing census","RAW.D4.1.1.POPU.CENSUS","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for CRVS (WDI)","RAW.D4.2.3.CRVS","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Education (UNESCO) on nationally-representative learning assessment","RAW.D4.2.2.EDU.NAS","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Education (UNESCO) on out-of-school rate","RAW.D4.2.2.EDU.OOS","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Education (UNESCO) on participation rate in organized learning","RAW.D4.2.2.EDU.ORGL","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Labor Admin (ILO) on employment office records","RAW.D4.2.4.LBR.EMPOFF","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Labor Admin (ILO) on insurance records","RAW.D4.2.4.LBR.INSUR","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Labor Admin (ILO) on labor inspectorate records","RAW.D4.2.4.LBR.INSP","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Labor Admin (ILO) on other administrative records","RAW.D4.2.4.LBR.OTHER","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Labor Admin (ILO) on records of employers' organizations","RAW.D4.2.4.LBR.EMPORG","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Labor Admin (ILO) on records of workers' organizations","RAW.D4.2.4.LBR.WRKORG","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Administrative Data for Social Protection Admin (ASPIRE)","RAW.D4.2.1.SPL","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Agriculture census (Availability score over 20 years)","SPI.D4.1.2.AGRI","","","","","","","","","","","","","1","1","1","1",
"Czech Republic","CZE","Agriculture survey (Availability score over 10 years)","SPI.D4.1.5.AGSVY","0.33","0.67","0.67","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Availability of Comparable Poverty headcount ratio at $1.90 a day (5 year moving average)","SPI.D1.5.POV","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)","SPI.D1.5.CHLD.MORT","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Business process","SPI.D5.2.10.GSBP","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Business/establishment census (Availability score over 20 years)","SPI.D4.1.3.BIZZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Czech Republic","CZE","Business/establishment survey (Availability score over 10 years)","SPI.D4.1.8.BZSVY","0","0.33","0.67","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Central government accounting status","SPI.D5.2.7.CGOV","","","","","","","","","","","","","0.5","1","1","1",
"Czech Republic","CZE","Classification of household consumption","SPI.D5.2.5.HOUS","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Classification of national industry","SPI.D5.2.3.CNIN","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Classification of status of employment","SPI.D5.2.6.EMPL","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Compilation of government finance statistics","SPI.D5.2.8.FINA","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Compilation of monetary and financial statistics","SPI.D5.2.9.MONY","","","","","","","","","","","","","1","1","1","1",
"Czech Republic","CZE","CPI base year","SPI.D5.2.4.CPIBY","","","","","","","","","","","","1","0.5","0.5","0.5","0.5",
"Czech Republic","CZE","CRVS (WDI)","SPI.D4.2.3.CRVS","","","","","","","","","","","","1","1","1","1","1",
"Czech Republic","CZE","Dimension 1.5: Data use by international organizations","SPI.DIM1.5.INDEX","0.4","0.4","0.4","0.4","0.4","0.4","0.6","0.6","0.6","0.6","0.6","0.7","0.9","0.9","0.9","0.9",
"Czech Republic","CZE","Dimension 2.1: Data Releases","SPI.DIM2.1.INDEX","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Dimension 2.2: Online access","SPI.DIM2.2.INDEX","","","","","","","","","","","","","0.84","0.705","0.703","0.703",
"Czech Republic","CZE","Dimension 2.4: Data services","SPI.DIM2.4.INDEX","","","","","","","","","","","","","0","0","1","1",
"Czech Republic","CZE","Dimension 3.1: Social Statistics","SPI.DIM3.1.INDEX","0.552333333333333","0.540666666666667","0.540666666666667","0.559166666666667","0.559166666666667","0.559166666666667","0.548833333333333","0.576666666666667","0.617166666666667","0.615166666666667","0.603666666666667","0.644166666666667","0.655","0.692","0.703333333333333","0.703333333333333",
"Czech Republic","CZE","Dimension 3.2: Economic Statistics","SPI.DIM3.2.INDEX","0.367333333333333","0.385833333333333","0.385833333333333","0.374","0.383333333333333","0.4","0.437","0.443333333333333","0.466666666666667","0.466666666666667","0.466666666666667","0.665333333333333","0.709666666666667","0.765166666666667","0.786","0.776333333333333",
"Czech Republic","CZE","Dimension 3.3: Environmental Statistics","SPI.DIM3.3.INDEX","","0.3335","0.3335","0.3335","0.3335","0.3335","0.375","0.5","0.5","0.4445","0.4445","0.9445","0.9445","1","1","1",
"Czech Republic","CZE","Dimension 3.4: Institutional Statistics","SPI.DIM3.4.INDEX","0.45","0.4285","0.365","0.421","0.421","0.4765","0.4375","0.5","0.5","0.5","0.5625","0.5765","0.5765","0.667","0.561","0.528",
"Czech Republic","CZE","Dimension 4.1: Censuses and Surveys - Censuses only","SPI.DIM4.1.CEN.INDEX","","","","","","","","","","","","","0.666666666666667","0.666666666666667","0.666666666666667","0.666666666666667",
"Czech Republic","CZE","Dimension 4.1: Censuses and Surveys - Surveys only","SPI.DIM4.1.SVY.INDEX","0.466","0.6","0.668","0.8","0.8","0.866","0.934","1","1","0.934","0.934","0.934","0.934","0.934","0.934","0.934",
"Czech Republic","CZE","Dimension 4.2: Administrative Data","SPI.DIM4.2.INDEX","","","","","","","","","","","","1","1","1","1","1",
"Czech Republic","CZE","Dimension 4.3: Geospatial Data","SPI.DIM4.3.INDEX","","","","","","","","","","","","","0.539","0.401","0.424","0.424",
"Czech Republic","CZE","Dimension 5.1: Legislation and governance","SPI.DIM5.1.INDEX","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Dimension 5.2: Standards and Methods","SPI.DIM5.2.INDEX","","","","","","","","","","","","","0.9","0.95","0.95","0.95",
"Czech Republic","CZE","Dimension 5.5: Finance","SPI.DIM5.5.INDEX","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Education (UNESCO) (5 year moving average)","SPI.D4.2.2.EDU","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1","SPI.D5.5.DIFI","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Geospatial data available at 1st Admin Level","SPI.D4.3.GEO.first.admin.level","","","","","","","","","","","","","0.539","0.401","0.424","0.424",
"Czech Republic","CZE","GOAL 1: No Poverty (5 year moving average)","SPI.D3.1.POV","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.667","0.667","0.667","0.667","0.857","1","1","1","1",
"Czech Republic","CZE","GOAL 10: Reduced Inequality (5 year moving average)","SPI.D3.10.NEQL","0.333","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.5","0.5","0.5","0.429",
"Czech Republic","CZE","GOAL 11: Sustainable Cities and Communities (5 year moving average)","SPI.D3.11.CITY","0","0","0","0","0","0","0","0","0","0","0","0.8","0.833","0.833","0.833","0.833",
"Czech Republic","CZE","GOAL 12: Responsible Consumption and Production (5 year moving average)","SPI.D3.12.CNSP","0","0","0","0","0","0","0.333","0.333","0.333","0.333","0.333","0.5","0.75","0.75","0.75","0.75",
"Czech Republic","CZE","GOAL 13: Climate Action (5 year moving average)","SPI.D3.13.CLMT","","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"Czech Republic","CZE","GOAL 14: Life Below Water (5 year moving average)","SPI.D3.14.LFWT","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","GOAL 15: Life on Land (5 year moving average)","SPI.D3.15.LAND","0.6","0.667","0.667","0.667","0.667","0.667","0.75","1","1","0.889","0.889","0.889","0.889","1","1","1",
"Czech Republic","CZE","GOAL 16: Peace and Justice Strong Institutions (5 year moving average)","SPI.D3.16.INST","0.5","0.571","0.444","0.556","0.556","0.667","0.625","0.625","0.625","0.625","0.75","0.778","0.778","0.778","0.667","0.556",
"Czech Republic","CZE","GOAL 17: Partnerships to achieve the Goal (5 year moving average)","SPI.D3.17.PTNS","0.4","0.286","0.286","0.286","0.286","0.286","0.25","0.375","0.375","0.375","0.375","0.375","0.375","0.556","0.455","0.5",
"Czech Republic","CZE","GOAL 2: Zero Hunger (5 year moving average)","SPI.D3.2.HNGR","0.5","0.5","0.5","0.5","0.5","0.5","0.625","0.625","0.625","0.625","0.556","0.6","0.6","0.7","0.7","0.7",
"Czech Republic","CZE","GOAL 3: Good Health and Well-being (5 year moving average)","SPI.D3.3.HLTH","0.778","0.875","0.875","0.875","0.875","0.875","0.882","0.882","0.882","0.824","0.824","0.833","0.81","0.857","0.857","0.857",
"Czech Republic","CZE","GOAL 4: Quality Education (5 year moving average)","SPI.D3.4.EDUC","0.286","0.286","0.333","0.444","0.444","0.444","0.4","0.4","0.5","0.6","0.6","0.6","0.545","0.545","0.455","0.455",
"Czech Republic","CZE","GOAL 5: Gender Equality (5 year moving average)","SPI.D3.5.GEND","0.5","0.333","0.286","0.286","0.286","0.286","0.286","0.286","0.429","0.375","0.375","0.375","0.375","0.25","0.375","0.375",
"Czech Republic","CZE","GOAL 6: Clean Water and Sanitation (5 year moving average)","SPI.D3.6.WTRS","0.75","0.75","0.75","0.75","0.75","0.75","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.8","0.833","0.833",
"Czech Republic","CZE","GOAL 7: Affordable and Clean Energy (5 year moving average)","SPI.D3.7.ENRG","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8",
"Czech Republic","CZE","GOAL 8: Decent Work and Economic Growth (5 year moving average)","SPI.D3.8.WORK","0.5","0.444","0.444","0.444","0.5","0.6","0.545","0.583","0.667","0.667","0.667","0.667","0.75","0.833","0.833","0.846",
"Czech Republic","CZE","GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)","SPI.D3.9.INDY","0.571","0.571","0.571","0.5","0.5","0.5","0.444","0.444","0.5","0.5","0.5","0.625","0.625","0.875","1","1",
"Czech Republic","CZE","Health/Demographic survey (Availability score over 10 years)","SPI.D4.1.7.HLTH","1","1","1","1","1","1","1","1","1","0.67","0.67","0.67","0.67","0.67","0.67","0.67",
"Czech Republic","CZE","Household Survey on income, etc  (Availability score over 10 years)","SPI.D4.1.4.HOUS","0","0","0","0","0","0.33","0.67","1","1","1","1","1","1","1","1","1",
"Czech Republic","CZE","Labor Admin (ILO) (5 year moving average)","SPI.D4.2.4.LBR","","","","","","","","","","","","","","","","",
